5_8S_rRNA.apsi-80.sci-89.no-1.raw.fa.rnafold	-50.35
5_8S_rRNA.apsi-80.sci-91.no-1.raw.fa.rnafold	-56.2
5_8S_rRNA.apsi-81.sci-76.no-1.raw.fa.rnafold	-49.55
5_8S_rRNA.apsi-81.sci-83.no-1.raw.fa.rnafold	-41.1
5_8S_rRNA.apsi-82.sci-82.no-1.raw.fa.rnafold	-40.9
5_8S_rRNA.apsi-82.sci-85.no-1.raw.fa.rnafold	-45.35
5_8S_rRNA.apsi-82.sci-88.no-1.raw.fa.rnafold	-45.65
5_8S_rRNA.apsi-82.sci-96.no-1.raw.fa.rnafold	-39.3
5_8S_rRNA.apsi-84.sci-80.no-1.raw.fa.rnafold	-32.1
5_8S_rRNA.apsi-84.sci-91.no-1.raw.fa.rnafold	-55.6
5_8S_rRNA.apsi-84.sci-95.no-1.raw.fa.rnafold	-43.7
5_8S_rRNA.apsi-86.sci-100.no-1.raw.fa.rnafold	-39.5
5_8S_rRNA.apsi-86.sci-98.no-1.raw.fa.rnafold	-43.15
5_8S_rRNA.apsi-86.sci-98.no-2.raw.fa.rnafold	-41.55
5_8S_rRNA.apsi-87.sci-97.no-1.raw.fa.rnafold	-44.9
5_8S_rRNA.apsi-90.sci-106.no-1.raw.fa.rnafold	-42.65
5_8S_rRNA.apsi-90.sci-91.no-1.raw.fa.rnafold	-39.95
5_8S_rRNA.apsi-90.sci-95.no-1.raw.fa.rnafold	-45.45
5_8S_rRNA.apsi-90.sci-96.no-1.raw.fa.rnafold	-48
5_8S_rRNA.apsi-92.sci-97.no-1.raw.fa.rnafold	-44.1
5_8S_rRNA.apsi-92.sci-98.no-1.raw.fa.rnafold	-55.3
5_8S_rRNA.apsi-93.sci-109.no-1.raw.fa.rnafold	-43.65
5_8S_rRNA.apsi-93.sci-93.no-1.raw.fa.rnafold	-47.25
5_8S_rRNA.apsi-95.sci-100.no-1.raw.fa.rnafold	-45.55
5_8S_rRNA.apsi-95.sci-81.no-1.raw.fa.rnafold	-42.15
5_8S_rRNA.apsi-95.sci-99.no-1.raw.fa.rnafold	-49.45
5S_rRNA.apsi-37.sci-107.no-1.raw.fa.rnafold	-41
5S_rRNA.apsi-37.sci-89.no-1.raw.fa.rnafold	-40.15
5S_rRNA.apsi-38.sci-91.no-1.raw.fa.rnafold	-37.6
5S_rRNA.apsi-39.sci-103.no-1.raw.fa.rnafold	-49.05
5S_rRNA.apsi-39.sci-104.no-1.raw.fa.rnafold	-39.9
5S_rRNA.apsi-39.sci-105.no-1.raw.fa.rnafold	-44.4
5S_rRNA.apsi-39.sci-85.no-1.raw.fa.rnafold	-39.1
5S_rRNA.apsi-40.sci-100.no-1.raw.fa.rnafold	-32.95
5S_rRNA.apsi-40.sci-69.no-1.raw.fa.rnafold	-27.85
5S_rRNA.apsi-40.sci-95.no-1.raw.fa.rnafold	-32.25
5S_rRNA.apsi-41.sci-101.no-1.raw.fa.rnafold	-48.7
5S_rRNA.apsi-41.sci-103.no-1.raw.fa.rnafold	-41.25
5S_rRNA.apsi-41.sci-119.no-1.raw.fa.rnafold	-45.45
5S_rRNA.apsi-41.sci-66.no-1.raw.fa.rnafold	-49.45
5S_rRNA.apsi-41.sci-86.no-1.raw.fa.rnafold	-38.6
5S_rRNA.apsi-41.sci-86.no-2.raw.fa.rnafold	-31.45
5S_rRNA.apsi-41.sci-91.no-1.raw.fa.rnafold	-38.25
5S_rRNA.apsi-41.sci-94.no-1.raw.fa.rnafold	-40
5S_rRNA.apsi-42.sci-103.no-1.raw.fa.rnafold	-38
5S_rRNA.apsi-42.sci-103.no-2.raw.fa.rnafold	-41.15
5S_rRNA.apsi-42.sci-106.no-1.raw.fa.rnafold	-34.65
5S_rRNA.apsi-42.sci-107.no-1.raw.fa.rnafold	-41.8
5S_rRNA.apsi-42.sci-107.no-2.raw.fa.rnafold	-46
5S_rRNA.apsi-42.sci-109.no-1.raw.fa.rnafold	-43
5S_rRNA.apsi-42.sci-109.no-2.raw.fa.rnafold	-35.7
5S_rRNA.apsi-42.sci-109.no-3.raw.fa.rnafold	-46.75
5S_rRNA.apsi-42.sci-75.no-1.raw.fa.rnafold	-35
5S_rRNA.apsi-42.sci-87.no-1.raw.fa.rnafold	-55
5S_rRNA.apsi-42.sci-89.no-1.raw.fa.rnafold	-38.1
5S_rRNA.apsi-42.sci-92.no-1.raw.fa.rnafold	-33.5
5S_rRNA.apsi-42.sci-92.no-2.raw.fa.rnafold	-42.1
5S_rRNA.apsi-42.sci-93.no-1.raw.fa.rnafold	-57.55
5S_rRNA.apsi-42.sci-93.no-2.raw.fa.rnafold	-39.1
5S_rRNA.apsi-42.sci-94.no-1.raw.fa.rnafold	-36.1
5S_rRNA.apsi-42.sci-96.no-1.raw.fa.rnafold	-33.9
5S_rRNA.apsi-42.sci-98.no-1.raw.fa.rnafold	-38.8
5S_rRNA.apsi-43.sci-100.no-1.raw.fa.rnafold	-36.35
5S_rRNA.apsi-43.sci-100.no-2.raw.fa.rnafold	-43.05
5S_rRNA.apsi-43.sci-101.no-1.raw.fa.rnafold	-30.55
5S_rRNA.apsi-43.sci-102.no-1.raw.fa.rnafold	-43.35
5S_rRNA.apsi-43.sci-102.no-2.raw.fa.rnafold	-35.4
5S_rRNA.apsi-43.sci-103.no-1.raw.fa.rnafold	-36.25
5S_rRNA.apsi-43.sci-104.no-1.raw.fa.rnafold	-49.3
5S_rRNA.apsi-43.sci-105.no-1.raw.fa.rnafold	-35.75
5S_rRNA.apsi-43.sci-105.no-2.raw.fa.rnafold	-44.95
5S_rRNA.apsi-43.sci-106.no-1.raw.fa.rnafold	-40.5
5S_rRNA.apsi-43.sci-106.no-2.raw.fa.rnafold	-44.8
5S_rRNA.apsi-43.sci-107.no-1.raw.fa.rnafold	-34.2
5S_rRNA.apsi-43.sci-108.no-1.raw.fa.rnafold	-47.6
5S_rRNA.apsi-43.sci-109.no-1.raw.fa.rnafold	-43.35
5S_rRNA.apsi-43.sci-110.no-1.raw.fa.rnafold	-38.95
5S_rRNA.apsi-43.sci-110.no-2.raw.fa.rnafold	-40.85
5S_rRNA.apsi-43.sci-111.no-1.raw.fa.rnafold	-39.35
5S_rRNA.apsi-43.sci-112.no-1.raw.fa.rnafold	-45.75
5S_rRNA.apsi-43.sci-113.no-1.raw.fa.rnafold	-38.6
5S_rRNA.apsi-43.sci-69.no-1.raw.fa.rnafold	-32
5S_rRNA.apsi-43.sci-84.no-1.raw.fa.rnafold	-35.65
5S_rRNA.apsi-43.sci-84.no-2.raw.fa.rnafold	-48.25
5S_rRNA.apsi-43.sci-86.no-1.raw.fa.rnafold	-32.65
5S_rRNA.apsi-43.sci-86.no-2.raw.fa.rnafold	-55.6
5S_rRNA.apsi-43.sci-87.no-1.raw.fa.rnafold	-40.7
5S_rRNA.apsi-43.sci-89.no-1.raw.fa.rnafold	-39.5
5S_rRNA.apsi-43.sci-91.no-1.raw.fa.rnafold	-35.35
5S_rRNA.apsi-43.sci-91.no-2.raw.fa.rnafold	-36.5
5S_rRNA.apsi-43.sci-93.no-1.raw.fa.rnafold	-34.25
5S_rRNA.apsi-43.sci-93.no-2.raw.fa.rnafold	-40.25
5S_rRNA.apsi-43.sci-94.no-1.raw.fa.rnafold	-37.3
5S_rRNA.apsi-43.sci-96.no-1.raw.fa.rnafold	-39.5
5S_rRNA.apsi-43.sci-97.no-1.raw.fa.rnafold	-33.8
5S_rRNA.apsi-43.sci-97.no-2.raw.fa.rnafold	-38.05
5S_rRNA.apsi-43.sci-97.no-3.raw.fa.rnafold	-34
5S_rRNA.apsi-43.sci-97.no-4.raw.fa.rnafold	-38.35
5S_rRNA.apsi-43.sci-97.no-5.raw.fa.rnafold	-41.6
5S_rRNA.apsi-43.sci-99.no-1.raw.fa.rnafold	-35.9
5S_rRNA.apsi-44.sci-100.no-1.raw.fa.rnafold	-41.1
5S_rRNA.apsi-44.sci-101.no-1.raw.fa.rnafold	-40.6
5S_rRNA.apsi-44.sci-101.no-2.raw.fa.rnafold	-37.15
5S_rRNA.apsi-44.sci-102.no-1.raw.fa.rnafold	-43.55
5S_rRNA.apsi-44.sci-102.no-2.raw.fa.rnafold	-40.2
5S_rRNA.apsi-44.sci-103.no-1.raw.fa.rnafold	-41.45
5S_rRNA.apsi-44.sci-103.no-2.raw.fa.rnafold	-36.05
5S_rRNA.apsi-44.sci-103.no-3.raw.fa.rnafold	-40.3
5S_rRNA.apsi-44.sci-103.no-4.raw.fa.rnafold	-45.8
5S_rRNA.apsi-44.sci-104.no-1.raw.fa.rnafold	-36.9
5S_rRNA.apsi-44.sci-104.no-2.raw.fa.rnafold	-44.95
5S_rRNA.apsi-44.sci-104.no-3.raw.fa.rnafold	-43.35
5S_rRNA.apsi-44.sci-104.no-4.raw.fa.rnafold	-38.45
5S_rRNA.apsi-44.sci-104.no-5.raw.fa.rnafold	-38.55
5S_rRNA.apsi-44.sci-104.no-6.raw.fa.rnafold	-40.9
5S_rRNA.apsi-44.sci-104.no-7.raw.fa.rnafold	-43.55
5S_rRNA.apsi-44.sci-106.no-1.raw.fa.rnafold	-38.4
5S_rRNA.apsi-44.sci-106.no-2.raw.fa.rnafold	-46.35
5S_rRNA.apsi-44.sci-106.no-3.raw.fa.rnafold	-43.45
5S_rRNA.apsi-44.sci-107.no-1.raw.fa.rnafold	-42.2
5S_rRNA.apsi-44.sci-107.no-2.raw.fa.rnafold	-38.35
5S_rRNA.apsi-44.sci-108.no-1.raw.fa.rnafold	-42.25
5S_rRNA.apsi-44.sci-109.no-1.raw.fa.rnafold	-39.45
5S_rRNA.apsi-44.sci-110.no-1.raw.fa.rnafold	-49.1
5S_rRNA.apsi-44.sci-111.no-1.raw.fa.rnafold	-39.85
5S_rRNA.apsi-44.sci-111.no-2.raw.fa.rnafold	-38.4
5S_rRNA.apsi-44.sci-113.no-1.raw.fa.rnafold	-36.3
5S_rRNA.apsi-44.sci-114.no-1.raw.fa.rnafold	-35.35
5S_rRNA.apsi-44.sci-70.no-1.raw.fa.rnafold	-51.6
5S_rRNA.apsi-44.sci-77.no-1.raw.fa.rnafold	-34.55
5S_rRNA.apsi-44.sci-80.no-1.raw.fa.rnafold	-37.25
5S_rRNA.apsi-44.sci-80.no-2.raw.fa.rnafold	-33.7
5S_rRNA.apsi-44.sci-82.no-1.raw.fa.rnafold	-36.9
5S_rRNA.apsi-44.sci-83.no-1.raw.fa.rnafold	-45.65
5S_rRNA.apsi-44.sci-89.no-1.raw.fa.rnafold	-37.9
5S_rRNA.apsi-44.sci-92.no-1.raw.fa.rnafold	-33.85
5S_rRNA.apsi-44.sci-92.no-2.raw.fa.rnafold	-41.05
5S_rRNA.apsi-44.sci-93.no-1.raw.fa.rnafold	-33.45
5S_rRNA.apsi-44.sci-95.no-1.raw.fa.rnafold	-35.3
5S_rRNA.apsi-44.sci-97.no-1.raw.fa.rnafold	-37.65
5S_rRNA.apsi-44.sci-97.no-2.raw.fa.rnafold	-43.9
5S_rRNA.apsi-44.sci-98.no-1.raw.fa.rnafold	-38
5S_rRNA.apsi-44.sci-98.no-2.raw.fa.rnafold	-41.65
5S_rRNA.apsi-44.sci-99.no-1.raw.fa.rnafold	-41.25
5S_rRNA.apsi-44.sci-99.no-2.raw.fa.rnafold	-51.9
5S_rRNA.apsi-45.sci-100.no-1.raw.fa.rnafold	-34.7
5S_rRNA.apsi-45.sci-100.no-2.raw.fa.rnafold	-44.4
5S_rRNA.apsi-45.sci-102.no-1.raw.fa.rnafold	-42
5S_rRNA.apsi-45.sci-103.no-1.raw.fa.rnafold	-44.05
5S_rRNA.apsi-45.sci-104.no-1.raw.fa.rnafold	-39.75
5S_rRNA.apsi-45.sci-106.no-1.raw.fa.rnafold	-46.95
5S_rRNA.apsi-45.sci-106.no-2.raw.fa.rnafold	-41.2
5S_rRNA.apsi-45.sci-106.no-3.raw.fa.rnafold	-38.4
5S_rRNA.apsi-45.sci-109.no-1.raw.fa.rnafold	-39.3
5S_rRNA.apsi-45.sci-109.no-2.raw.fa.rnafold	-47.95
5S_rRNA.apsi-45.sci-110.no-1.raw.fa.rnafold	-53.4
5S_rRNA.apsi-45.sci-112.no-1.raw.fa.rnafold	-40.55
5S_rRNA.apsi-45.sci-120.no-1.raw.fa.rnafold	-41.05
5S_rRNA.apsi-45.sci-69.no-1.raw.fa.rnafold	-32.65
5S_rRNA.apsi-45.sci-79.no-1.raw.fa.rnafold	-35.7
5S_rRNA.apsi-45.sci-83.no-1.raw.fa.rnafold	-35.65
5S_rRNA.apsi-45.sci-84.no-1.raw.fa.rnafold	-37.95
5S_rRNA.apsi-45.sci-87.no-1.raw.fa.rnafold	-39.1
5S_rRNA.apsi-45.sci-89.no-1.raw.fa.rnafold	-29.25
5S_rRNA.apsi-45.sci-91.no-1.raw.fa.rnafold	-48.45
5S_rRNA.apsi-45.sci-91.no-2.raw.fa.rnafold	-32.35
5S_rRNA.apsi-45.sci-91.no-3.raw.fa.rnafold	-49.85
5S_rRNA.apsi-45.sci-92.no-1.raw.fa.rnafold	-44.7
5S_rRNA.apsi-45.sci-92.no-2.raw.fa.rnafold	-46.25
5S_rRNA.apsi-45.sci-94.no-1.raw.fa.rnafold	-38.8
5S_rRNA.apsi-45.sci-96.no-1.raw.fa.rnafold	-32.45
5S_rRNA.apsi-45.sci-96.no-2.raw.fa.rnafold	-44.35
5S_rRNA.apsi-45.sci-97.no-1.raw.fa.rnafold	-41.2
5S_rRNA.apsi-45.sci-97.no-2.raw.fa.rnafold	-34.4
5S_rRNA.apsi-45.sci-99.no-1.raw.fa.rnafold	-33.9
5S_rRNA.apsi-46.sci-100.no-1.raw.fa.rnafold	-29.55
5S_rRNA.apsi-46.sci-102.no-1.raw.fa.rnafold	-36.2
5S_rRNA.apsi-46.sci-103.no-1.raw.fa.rnafold	-42.65
5S_rRNA.apsi-46.sci-105.no-1.raw.fa.rnafold	-45.75
5S_rRNA.apsi-46.sci-105.no-2.raw.fa.rnafold	-35.25
5S_rRNA.apsi-46.sci-112.no-1.raw.fa.rnafold	-40.9
5S_rRNA.apsi-46.sci-115.no-1.raw.fa.rnafold	-39.4
5S_rRNA.apsi-46.sci-71.no-1.raw.fa.rnafold	-41.2
5S_rRNA.apsi-46.sci-78.no-1.raw.fa.rnafold	-38.25
5S_rRNA.apsi-46.sci-82.no-1.raw.fa.rnafold	-37.8
5S_rRNA.apsi-46.sci-83.no-1.raw.fa.rnafold	-57.1
5S_rRNA.apsi-46.sci-85.no-1.raw.fa.rnafold	-55.5
5S_rRNA.apsi-46.sci-89.no-1.raw.fa.rnafold	-39.3
5S_rRNA.apsi-46.sci-92.no-1.raw.fa.rnafold	-40.05
5S_rRNA.apsi-46.sci-93.no-1.raw.fa.rnafold	-36.55
5S_rRNA.apsi-46.sci-95.no-1.raw.fa.rnafold	-36.6
5S_rRNA.apsi-46.sci-96.no-1.raw.fa.rnafold	-36.45
5S_rRNA.apsi-46.sci-97.no-1.raw.fa.rnafold	-35.15
5S_rRNA.apsi-46.sci-98.no-1.raw.fa.rnafold	-45.6
5S_rRNA.apsi-46.sci-98.no-2.raw.fa.rnafold	-45.2
5S_rRNA.apsi-46.sci-98.no-3.raw.fa.rnafold	-38.25
5S_rRNA.apsi-46.sci-99.no-1.raw.fa.rnafold	-41.35
5S_rRNA.apsi-47.sci-101.no-1.raw.fa.rnafold	-40.15
5S_rRNA.apsi-47.sci-103.no-1.raw.fa.rnafold	-40.25
5S_rRNA.apsi-47.sci-103.no-2.raw.fa.rnafold	-44.6
5S_rRNA.apsi-47.sci-103.no-3.raw.fa.rnafold	-35.5
5S_rRNA.apsi-47.sci-103.no-4.raw.fa.rnafold	-43.4
5S_rRNA.apsi-47.sci-104.no-1.raw.fa.rnafold	-43
5S_rRNA.apsi-47.sci-104.no-2.raw.fa.rnafold	-36.85
5S_rRNA.apsi-47.sci-105.no-1.raw.fa.rnafold	-43.1
5S_rRNA.apsi-47.sci-106.no-1.raw.fa.rnafold	-40.75
5S_rRNA.apsi-47.sci-107.no-1.raw.fa.rnafold	-40.05
5S_rRNA.apsi-47.sci-107.no-2.raw.fa.rnafold	-49.85
5S_rRNA.apsi-47.sci-111.no-1.raw.fa.rnafold	-38.65
5S_rRNA.apsi-47.sci-112.no-1.raw.fa.rnafold	-32.95
5S_rRNA.apsi-47.sci-114.no-1.raw.fa.rnafold	-41.4
5S_rRNA.apsi-47.sci-75.no-1.raw.fa.rnafold	-38.8
5S_rRNA.apsi-47.sci-80.no-1.raw.fa.rnafold	-33.25
5S_rRNA.apsi-47.sci-86.no-1.raw.fa.rnafold	-36.85
5S_rRNA.apsi-47.sci-86.no-2.raw.fa.rnafold	-47.1
5S_rRNA.apsi-47.sci-89.no-1.raw.fa.rnafold	-39.95
5S_rRNA.apsi-47.sci-89.no-2.raw.fa.rnafold	-58.8
5S_rRNA.apsi-47.sci-90.no-1.raw.fa.rnafold	-32.05
5S_rRNA.apsi-47.sci-92.no-1.raw.fa.rnafold	-40.15
5S_rRNA.apsi-47.sci-92.no-2.raw.fa.rnafold	-43.1
5S_rRNA.apsi-47.sci-93.no-1.raw.fa.rnafold	-31.25
5S_rRNA.apsi-47.sci-96.no-1.raw.fa.rnafold	-39.35
5S_rRNA.apsi-47.sci-97.no-1.raw.fa.rnafold	-36
5S_rRNA.apsi-47.sci-98.no-1.raw.fa.rnafold	-45.55
5S_rRNA.apsi-48.sci-101.no-1.raw.fa.rnafold	-45.1
5S_rRNA.apsi-48.sci-101.no-2.raw.fa.rnafold	-48.15
5S_rRNA.apsi-48.sci-101.no-3.raw.fa.rnafold	-38.6
5S_rRNA.apsi-48.sci-101.no-4.raw.fa.rnafold	-42.95
5S_rRNA.apsi-48.sci-102.no-1.raw.fa.rnafold	-45.25
5S_rRNA.apsi-48.sci-103.no-1.raw.fa.rnafold	-45.8
5S_rRNA.apsi-48.sci-103.no-2.raw.fa.rnafold	-34.4
5S_rRNA.apsi-48.sci-105.no-1.raw.fa.rnafold	-37.85
5S_rRNA.apsi-48.sci-106.no-1.raw.fa.rnafold	-40.9
5S_rRNA.apsi-48.sci-106.no-2.raw.fa.rnafold	-39.45
5S_rRNA.apsi-48.sci-106.no-3.raw.fa.rnafold	-45.35
5S_rRNA.apsi-48.sci-106.no-4.raw.fa.rnafold	-43.3
5S_rRNA.apsi-48.sci-123.no-1.raw.fa.rnafold	-43.45
5S_rRNA.apsi-48.sci-85.no-1.raw.fa.rnafold	-54.7
5S_rRNA.apsi-48.sci-88.no-1.raw.fa.rnafold	-38.5
5S_rRNA.apsi-48.sci-89.no-1.raw.fa.rnafold	-28.8
5S_rRNA.apsi-48.sci-92.no-1.raw.fa.rnafold	-46
5S_rRNA.apsi-48.sci-93.no-1.raw.fa.rnafold	-34.75
5S_rRNA.apsi-48.sci-95.no-1.raw.fa.rnafold	-47.65
5S_rRNA.apsi-48.sci-96.no-1.raw.fa.rnafold	-38.25
5S_rRNA.apsi-48.sci-96.no-2.raw.fa.rnafold	-44.05
5S_rRNA.apsi-48.sci-96.no-3.raw.fa.rnafold	-34.05
5S_rRNA.apsi-48.sci-98.no-1.raw.fa.rnafold	-40.1
5S_rRNA.apsi-48.sci-98.no-2.raw.fa.rnafold	-39.05
5S_rRNA.apsi-49.sci-101.no-1.raw.fa.rnafold	-43.45
5S_rRNA.apsi-49.sci-101.no-2.raw.fa.rnafold	-37.7
5S_rRNA.apsi-49.sci-102.no-1.raw.fa.rnafold	-37.05
5S_rRNA.apsi-49.sci-102.no-2.raw.fa.rnafold	-41.15
5S_rRNA.apsi-49.sci-105.no-1.raw.fa.rnafold	-45.1
5S_rRNA.apsi-49.sci-107.no-1.raw.fa.rnafold	-42.75
5S_rRNA.apsi-49.sci-107.no-2.raw.fa.rnafold	-32.9
5S_rRNA.apsi-49.sci-108.no-1.raw.fa.rnafold	-39.35
5S_rRNA.apsi-49.sci-108.no-2.raw.fa.rnafold	-43.15
5S_rRNA.apsi-49.sci-67.no-1.raw.fa.rnafold	-25.75
5S_rRNA.apsi-49.sci-79.no-1.raw.fa.rnafold	-55.45
5S_rRNA.apsi-49.sci-80.no-1.raw.fa.rnafold	-32.9
5S_rRNA.apsi-49.sci-86.no-1.raw.fa.rnafold	-43.25
5S_rRNA.apsi-49.sci-91.no-1.raw.fa.rnafold	-52.8
5S_rRNA.apsi-49.sci-91.no-2.raw.fa.rnafold	-44.3
5S_rRNA.apsi-49.sci-92.no-1.raw.fa.rnafold	-40.05
5S_rRNA.apsi-49.sci-92.no-2.raw.fa.rnafold	-39.6
5S_rRNA.apsi-49.sci-94.no-1.raw.fa.rnafold	-41.75
5S_rRNA.apsi-49.sci-95.no-1.raw.fa.rnafold	-34.85
5S_rRNA.apsi-49.sci-95.no-2.raw.fa.rnafold	-35.55
5S_rRNA.apsi-49.sci-96.no-1.raw.fa.rnafold	-35.4
5S_rRNA.apsi-49.sci-96.no-2.raw.fa.rnafold	-34.6
5S_rRNA.apsi-49.sci-97.no-1.raw.fa.rnafold	-38
5S_rRNA.apsi-49.sci-97.no-2.raw.fa.rnafold	-36.5
5S_rRNA.apsi-49.sci-97.no-3.raw.fa.rnafold	-35.3
5S_rRNA.apsi-49.sci-98.no-1.raw.fa.rnafold	-40.85
5S_rRNA.apsi-49.sci-99.no-1.raw.fa.rnafold	-37.3
5S_rRNA.apsi-50.sci-100.no-1.raw.fa.rnafold	-39.7
5S_rRNA.apsi-50.sci-100.no-2.raw.fa.rnafold	-42.6
5S_rRNA.apsi-50.sci-101.no-1.raw.fa.rnafold	-38.45
5S_rRNA.apsi-50.sci-101.no-2.raw.fa.rnafold	-36.6
5S_rRNA.apsi-50.sci-102.no-1.raw.fa.rnafold	-42.8
5S_rRNA.apsi-50.sci-102.no-2.raw.fa.rnafold	-43.3
5S_rRNA.apsi-50.sci-103.no-1.raw.fa.rnafold	-36.45
5S_rRNA.apsi-50.sci-104.no-1.raw.fa.rnafold	-49.35
5S_rRNA.apsi-50.sci-104.no-2.raw.fa.rnafold	-39.5
5S_rRNA.apsi-50.sci-105.no-1.raw.fa.rnafold	-42
5S_rRNA.apsi-50.sci-106.no-1.raw.fa.rnafold	-39.7
5S_rRNA.apsi-50.sci-106.no-2.raw.fa.rnafold	-39.75
5S_rRNA.apsi-50.sci-110.no-1.raw.fa.rnafold	-38.5
5S_rRNA.apsi-50.sci-112.no-1.raw.fa.rnafold	-43.1
5S_rRNA.apsi-50.sci-122.no-1.raw.fa.rnafold	-32.8
5S_rRNA.apsi-50.sci-74.no-1.raw.fa.rnafold	-42.95
5S_rRNA.apsi-50.sci-76.no-1.raw.fa.rnafold	-52.2
5S_rRNA.apsi-50.sci-76.no-2.raw.fa.rnafold	-37.9
5S_rRNA.apsi-50.sci-77.no-1.raw.fa.rnafold	-30.6
5S_rRNA.apsi-50.sci-80.no-1.raw.fa.rnafold	-36.95
5S_rRNA.apsi-50.sci-81.no-1.raw.fa.rnafold	-34.6
5S_rRNA.apsi-50.sci-82.no-1.raw.fa.rnafold	-41.05
5S_rRNA.apsi-50.sci-87.no-1.raw.fa.rnafold	-38.7
5S_rRNA.apsi-50.sci-89.no-1.raw.fa.rnafold	-32.85
5S_rRNA.apsi-50.sci-89.no-2.raw.fa.rnafold	-44
5S_rRNA.apsi-50.sci-90.no-1.raw.fa.rnafold	-34.75
5S_rRNA.apsi-50.sci-91.no-1.raw.fa.rnafold	-43.85
5S_rRNA.apsi-50.sci-91.no-2.raw.fa.rnafold	-47.55
5S_rRNA.apsi-50.sci-92.no-1.raw.fa.rnafold	-40.15
5S_rRNA.apsi-50.sci-92.no-2.raw.fa.rnafold	-41.35
5S_rRNA.apsi-50.sci-92.no-3.raw.fa.rnafold	-34
